Reino;Filo;Classe;Ordem;Família;Gênero;Nome Científico;Autor;Nome Comum;Grupo;Categoria;Consta em Lista Nacional Oficial;Estado;Região;Bioma;Bacia Hidrográfica;Unidade de Conservação Federal;Unidade de Conservação Estadual;RPPN
Animalia;Chordata;Amphibia;Anura;Phyllomedusidae;Phrynomedusa;Phrynomedusa marginata;(Izecksohn & Cruz, 1976);Perereca-das-folhagens, Pererequinha-macaco;Anfíbios;Criticamente em Perigo;Sim;Espírito Santo;Sudeste;Mata Atlântica;Sub-bacia Litoral ES;;;
Animalia;Chordata;Amphibia;Anura;Phyllomedusidae;Phrynomedusa;Phrynomedusa vanzolinii;Cruz, 1991;;Anfíbios;Criticamente em Perigo;Sim;Rio de Janeiro, São Paulo;Sudeste;Mata Atlântica;"Sub-bacia Paraíba do Sul
Sub-bacia Tietê";;;
Animalia;Chordata;Amphibia;Anura;Leptodactylidae;Physalaemus;Physalaemus soaresi;Izecksohn, 1965;Floninha, Rãzinha, Rãzinha-de-folhiço;Anfíbios;Criticamente em Perigo;Sim;Rio de Janeiro;Sudeste;Mata Atlântica;Sub-bacia Litoral RJ;;;
Animalia;Chordata;Amphibia;Anura;Cycloramphidae;Thoropa;Thoropa lutzi;Cochran, 1938;Lutz's River Frog, Rã-do-paredão, Rãzinha dos rochedos, Rãzinha-dos-rochedos;Anfíbios;Criticamente em Perigo;Sim;Rio de Janeiro;Sudeste;Mata Atlântica;"Sub-bacia Litoral RJ
Sub-bacia Paraíba do Sul";;;
Animalia;Chordata;Amphibia;Anura;Cycloramphidae;Thoropa;Thoropa petropolitana;(Wandolleck, 1907);Petropolis River Frog, Rã-da-pedra, Rã-das-pedras-de-Petropolis;Anfíbios;Criticamente em Perigo;Sim;Espírito Santo, Rio de Janeiro;Sudeste;Mata Atlântica;"Sub-bacia Litoral ES
Sub-bacia Litoral RJ
Sub-bacia Paraíba do Sul";;;
Animalia;Chordata;Amphibia;Anura;Hylidae;Xenohyla;Xenohyla truncata;(Izecksohn, 1959);Bromediad treefrog, Izecksohn's Brazilian Treefrog, Perereca de bromélia, Perereca-de-bromélia, Perereca-frugívora, Perereca-fruta;Anfíbios;Vulnerável;Sim;Rio de Janeiro;Sudeste;Mata Atlântica;Sub-bacia Litoral RJ;;;
Animalia;Chordata;Amphibia;Anura;Hylodidae;Crossodactylus;Crossodactylus boulengeri;(De Witte, 1930);;Anfíbios;Criticamente em Perigo;Sim;Rio de Janeiro, São Paulo;Sudeste;Mata Atlântica;"Sub-bacia Litoral RJ
Sub-bacia Litoral SP
Sub-bacia Paraíba do Sul";;;
Animalia;Chordata;Amphibia;Anura;Hylidae;Sphaenorhynchus;Sphaenorhynchus canga;Araujo-Vieira, Lacerda, Pezzuti, Leite, Assis & Cruz, 2015;;Anfíbios;Criticamente em Perigo;Sim;Minas Gerais;Sudeste;Mata Atlântica;Sub-bacia Doce;;;
Animalia;Chordata;Amphibia;Anura;Odontophrynidae;Proceratophrys;Proceratophrys ararype;Mângia, Koroiva, Nunes, Roberto, Ávila, Sant’Anna, Santana & Garda, 2018;Sapo-de-chifre-do-Araripe;Anfíbios;Criticamente em Perigo;Sim;Ceará;Nordeste;Caatinga;Sub-bacia Jaguaribe;;;
Animalia;Chordata;Amphibia;Anura;Brachycephalidae;Brachycephalus;Brachycephalus mirissimus;Pie, Ribeiro, Canfetti, Nadaline & Bornschein, 2018;Pingo-de-ouro-brilhante;Anfíbios;Vulnerável;Sim;Santa Catarina;Sul;Mata Atlântica;Sub-bacia Litoral SP PR SC;;;
Animalia;Chordata;Amphibia;Anura;Hylidae;Boana;Boana cymbalum;(Bokermann, 1963);Perereca-gladiadora-de-sino;Anfíbios;Extinta;Sim;São Paulo;Sudeste;Mata Atlântica;;;;
Animalia;Chordata;Amphibia;Anura;Phyllomedusidae;Phrynomedusa;Phrynomedusa fimbriata;Miranda-Ribeiro, 1923;Perereca-verde-de-fímbria, Perereca-verde-de-riacho-de-Paranapiacaba, Spiny-knee Leaf Frog;Anfíbios;Extinta;Sim;São Paulo;Sudeste;Mata Atlântica;;;;
Animalia;Cnidaria;Anthozoa;Actiniaria;Actiniidae;Condylactis;Condylactis gigantea;(Weinland, 1860);;Invertebrados Marinhos;Em Perigo;Sim;;;Marinho;;;;
Animalia;Cnidaria;Anthozoa;Scleractinia;Mussidae;Mussismilia;Mussismilia braziliensis;(Verrill, 1868);;Invertebrados Marinhos;Vulnerável;Sim;;;Marinho;;;;
Animalia;Cnidaria;Anthozoa;Scleractinia;Mussidae;Mussismilia;Mussismilia harttii;(Verrill, 1868);;Invertebrados Marinhos;Em Perigo;Sim;;;Marinho;;;;
Animalia;Arthropoda;Arachnida;Amblypygi;Charinidae;Charinus;Charinus acaraje;Pinto-da-Rocha, Machado & Weygoldt, 2002;Amblipígio, Aranha-chicote;Invertebrados Terrestres;Vulnerável;Sim;Bahia;Nordeste;Mata Atlântica;"Sub-bacia Contas
Sub-bacia  Jequitinhonha";;;
Animalia;Arthropoda;Arachnida;Amblypygi;Charinidae;Charinus;Charinus potiguar;Vasconcelos, Giupponi & Ferreira, 2013;Amblipígio, Aranha-chicote;Invertebrados Terrestres;Vulnerável;Sim;Rio Grande do Norte;Nordeste;Caatinga;Sub-bacia Piranhas;;;
Animalia;Arthropoda;Arachnida;Araneae;Corinnidae;Ianduba;Ianduba paubrasil;Bonaldo, 1997;Aranha, Aranha-formiga;Invertebrados Terrestres;Em Perigo;Sim;Bahia, Espírito Santo;Nordeste, Sudeste;Mata Atlântica;Sub-bacia Litoral BA ES;;;
Animalia;Arthropoda;Arachnida;Araneae;Ctenidae;Celaetycheus;Celaetycheus mungunza;Polotow & Brescovit, 2013;Aranha;Invertebrados Terrestres;Criticamente em Perigo;Sim;Bahia;Nordeste;Mata Atlântica;Sub-bacia  Jequitinhonha;;;
Animalia;Arthropoda;Arachnida;Araneae;Pholcidae;Metagonia;Metagonia potiguar;Ferreira, Souza, Machado & Brescovit, 2011;Aranha, Aranha-de-pernas-longas, aranha-treme-treme, aranha-vibratória;Invertebrados Terrestres;Criticamente em Perigo;Sim;Rio Grande do Norte;Nordeste;Caatinga;Sub-bacia Piranhas;;;
Animalia;Arthropoda;Arachnida;Araneae;Salticidae;Matagaia;Matagaia chromatopus;Ruiz, Brescovit & Freitas, 2007;Aranha, Aranha-papa-mosca, aranha-saltadora;Invertebrados Terrestres;Vulnerável;Sim;Pernambuco;Nordeste;Marinho, Mata Atlântica;;;;
Animalia;Arthropoda;Arachnida;Araneae;Salticidae;Neonella;Neonella noronha;Ruiz, Brescovit & Freitas, 2007;Aranha, Aranha-papa-mosca, aranha-saltadora;Invertebrados Terrestres;Vulnerável;Sim;Pernambuco;Nordeste;Mata Atlântica;;;;
Animalia;Arthropoda;Arachnida;Araneae;Theraphosidae;Typhochlaena;Typhochlaena curumim;Bertani, 2012;Aranha, Aranha-caranguejeira, tarântula;Invertebrados Terrestres;Criticamente em Perigo;Sim;Ceará, Paraíba, Piauí, Rio Grande do Norte;Nordeste;Caatinga, Mata Atlântica;"Sub-bacia Litoral CE PB
Sub-bacia Parnaíba Alto
Sub-bacia Parnaíba Baixo";;;
Animalia;Arthropoda;Arachnida;Palpigradi;Eukoeneniidae;Eukoenenia;Eukoenenia potiguar;Ferreira, Souza, Machado & Brescovit, 2011;palpígrado;Invertebrados Terrestres;Vulnerável;Sim;Rio Grande do Norte;Nordeste;Caatinga;Sub-bacia Piranhas;;;
Animalia;Arthropoda;Arachnida;Scorpiones;Buthidae;Ananteris;Ananteris infuscata;Lourenço, Giupponi & Leguin, 2013;Escorpião;Invertebrados Terrestres;Em Perigo;Sim;Minas Gerais;Sudeste;Cerrado;Sub-bacia  Jequitinhonha;;;
Animalia;Arthropoda;Arachnida;Scorpiones;Chactidae;Hadrurochactas;Hadrurochactas araripe;Lourenço, 2010;Escorpião;Invertebrados Terrestres;Criticamente em Perigo;Sim;Ceará, Pernambuco;Nordeste;Caatinga;"Sub-bacia Jaguaribe
Sub-bacia São Francisco Submédio";;;
Animalia;Arthropoda;Arachnida;Scorpiones;Chactidae;Hadrurochactas;Hadrurochactas brejo;Lourenço, 1988;Escorpião;Invertebrados Terrestres;Criticamente em Perigo;Sim;Ceará;Nordeste;Caatinga;Sub-bacia Litoral CE PI;;;
Animalia;Arthropoda;Arachnida;Araneae;Gnaphosidae;Brasilomma;Brasilomma enigmatica;Brescovit, Ferreira & Rheims, 2012;;Invertebrados Terrestres;Em Perigo;Sim;Minas Gerais;Sudeste;Cerrado, Mata Atlântica;"Sub-bacia Paraíba do Sul
Sub-bacia São Francisco Alto";;;
Animalia;Arthropoda;Arachnida;Amblypygi;Charinidae;Charinus;Charinus caatingae;Vasconcelos & Ferreira, 2016;;Invertebrados Terrestres;Criticamente em Perigo;Sim;Bahia;Nordeste;Caatinga;Sub-bacia São Francisco Submédio;;;
Animalia;Arthropoda;Arachnida;Amblypygi;Charinidae;Charinus;Charinus eleonorae;Baptista & Giupponi, 2003;Aranha-chicote;Invertebrados Terrestres;Em Perigo;Sim;Minas Gerais;Sudeste;Cerrado;Sub-bacia São Francisco Médio;;;
Animalia;Arthropoda;Arachnida;Amblypygi;Charinidae;Charinus;Charinus troglobius;Baptista & Giupponi, 2002;Aranha-chicote;Invertebrados Terrestres;Em Perigo;Sim;Bahia;Nordeste;Cerrado;Sub-bacia São Francisco Médio;;;
Animalia;Arthropoda;Arachnida;Opiliones;Gonyleptidae;Discocyrtus;Discocyrtus pedrosoi;Kury, 2008;Aranha-bode, Aranha-fedorenta, Opilião;Invertebrados Terrestres;Vulnerável;Sim;Bahia;Nordeste;Caatinga;Sub-bacia Itapecuru-Paraguaçu;;;
Animalia;Arthropoda;Arachnida;Palpigradi;Eukoeneniidae;Eukoenenia;Eukoenenia maquinensis;Souza & Ferreira, 2010;palpígrado;Invertebrados Terrestres;Vulnerável;Sim;Minas Gerais;Sudeste;Cerrado;Sub-bacia São Francisco Alto;;;
Animalia;Arthropoda;Arachnida;Palpigradi;Eukoeneniidae;Eukoenenia;Eukoenenia sagarana;Souza & Ferreira, 2012;palpígrado;Invertebrados Terrestres;Criticamente em Perigo;Sim;Minas Gerais;Sudeste;Cerrado;Sub-bacia São Francisco Alto;;;
Animalia;Arthropoda;Arachnida;Palpigradi;Eukoeneniidae;Eukoenenia;Eukoenenia spelunca;Souza & Ferreira, 2011;palpígrado;Invertebrados Terrestres;Criticamente em Perigo;Sim;Espírito Santo;Sudeste;Mata Atlântica;Sub-bacia Litoral ES;;;
Animalia;Arthropoda;Arachnida;Palpigradi;Eukoeneniidae;Eukoenenia;Eukoenenia virgemdalapa;Souza & Ferreira, 2012;palpígrado;Invertebrados Terrestres;Criticamente em Perigo;Sim;Minas Gerais;Sudeste;Cerrado;Sub-bacia São Francisco Médio;;;
Animalia;Arthropoda;Arachnida;Opiliones;Gonyleptidae;Eusarcus;Eusarcus elinae;Kury, 2008;aranha-bode, aranha-fedorenta, opilião;Invertebrados Terrestres;Em Perigo;Sim;Bahia;Nordeste;Caatinga;"Sub-bacia Itapecuru-Paraguaçu
Sub-bacia São Francisco Submédio";;;
Animalia;Arthropoda;Arachnida;Opiliones;Gonyleptidae;Giupponia;Giupponia chagasi;Pérez & Kury, 2002;aranha-bode, aranha-fedorenta, opilião;Invertebrados Terrestres;Em Perigo;Sim;Bahia;Nordeste;Cerrado;Sub-bacia São Francisco Médio;;;
Animalia;Arthropoda;Arachnida;Opiliones;Gerdesiidae;Gonycranaus;Gonycranaus pluto;Bragagnolo, Hara & Pinto-da-Rocha, 2015;;Invertebrados Terrestres;Vulnerável;Sim;Minas Gerais;Sudeste;Cerrado;Sub-bacia Doce;;;
Animalia;Arthropoda;Arachnida;Araneae;Dipluridae;Harmonicon;Harmonicon cerberus;Pedroso & Baptista, 2014;Aranha, Aranha-caranguejeira, Aranha-de-Teia-em-Funil;Invertebrados Terrestres;Criticamente em Perigo;Sim;Pará;Norte;Amazônia;Sub-bacia Tocantins Baixo;;;
Animalia;Arthropoda;Arachnida;Opiliones;Gonyleptidae;Iandumoema;Iandumoema setimapocu;Hara & Pinto-da-Rocha, 2008;aranha-bode, aranha-fedorenta, opilião;Invertebrados Terrestres;Vulnerável;Sim;Minas Gerais;Sudeste;Cerrado;"Sub-bacia São Francisco Alto
Sub-bacia São Francisco Médio";;;
Animalia;Arthropoda;Arachnida;Opiliones;Gonyleptidae;Iandumoema;Iandumoema smeagol;Pinto-da-Rocha, Fonseca-Ferreira & Bichuette, 2015;;Invertebrados Terrestres;Em Perigo;Sim;Minas Gerais;Sudeste;Cerrado;Sub-bacia São Francisco Alto;;;
Animalia;Arthropoda;Arachnida;Opiliones;Gonyleptidae;Iandumoema;Iandumoema uai;Pinto-da-Rocha, 1996;aranha-bode, aranha-fedorenta, opilião;Invertebrados Terrestres;Criticamente em Perigo;Sim;Minas Gerais;Sudeste;Cerrado;Sub-bacia São Francisco Médio;;;
Animalia;Arthropoda;Arachnida;Pseudoscorpiones;Ideoroncidae;Ideoroncus;Ideoroncus cavicola;Mahnert, 2001;falso-escorpião, pseudoescorpião;Invertebrados Terrestres;Em Perigo;Sim;Paraná, São Paulo;Sudeste, Sul;Mata Atlântica;Sub-bacia Litoral RJ SP;;;
Animalia;Arthropoda;Arachnida;Araneae;Gnaphosidae;Tricongius;Tricongius ybyguara;Rheims & Brescovit, 2004;;Invertebrados Terrestres;Vulnerável;Sim;Minas Gerais;Sudeste;Cerrado;Sub-bacia São Francisco Alto;;;
Animalia;Arthropoda;Arachnida;Araneae;Pholcidae;Metagonia;Metagonia diamantina;Machado, Ferreira & Brescovit, 2011;Aranha-de-pernas-longas, aranha-treme-treme, aranha-vibratória;Invertebrados Terrestres;Criticamente em Perigo;Sim;Bahia;Nordeste;Caatinga;Sub-bacia Itapecuru-Paraguaçu;;;
Animalia;Arthropoda;Arachnida;Opiliones;Gonyleptidae;Pachylospeleus;Pachylospeleus strinatii;(Silhavý, 1974);aranha-bode, aranha-fedorenta, opilião;Invertebrados Terrestres;Criticamente em Perigo;Sim;São Paulo;Sudeste;Mata Atlântica;Sub-bacia Litoral RJ SP;;;
Animalia;Arthropoda;Arachnida;Pseudoscorpiones;Chthoniidae;Pseudochthonius;Pseudochthonius biseriatus;Mahnert, 2001;falso-escorpião, pseudoescorpião;Invertebrados Terrestres;Em Perigo;Sim;Minas Gerais;Sudeste;Cerrado;Sub-bacia São Francisco Médio;;;
Animalia;Arthropoda;Arachnida;Opiliones;Escadabiidae;Spaeleoleptes;Spaeleoleptes spaeleus;(H. Soares, 1966);aranha-bode, aranha-fedorenta, opilião;Invertebrados Terrestres;Em Perigo;Sim;Minas Gerais;Sudeste;Cerrado;Sub-bacia São Francisco Alto;;;
Animalia;Arthropoda;Arachnida;Pseudoscorpiones;Bochicidae;Spelaeobochica;Spelaeobochica iuiu;Ratton, Mahnert & Ferreira, 2012;falso-escorpião, pseudoescorpião;Invertebrados Terrestres;Em Perigo;Sim;Bahia;Nordeste;Cerrado;Sub-bacia São Francisco Médio;;;
Animalia;Arthropoda;Arachnida;Pseudoscorpiones;Bochicidae;Spelaeobochica;Spelaeobochica muchmorei;Andrade & Mahnert, 2003;falso-escorpião, pseudoescorpião;Invertebrados Terrestres;Criticamente em Perigo;Sim;São Paulo;Sudeste;Mata Atlântica;Sub-bacia Litoral RJ SP;;;
Animalia;Arthropoda;Arachnida;Araneae;Ochyroceratidae;Speocera;Speocera eleonorae;Baptista, 2003;Aranha;Invertebrados Terrestres;Em Perigo;Sim;Mato Grosso do Sul;Centro-Oeste;Cerrado;Sub-bacia Paraguai 01;;;
Animalia;Arthropoda;Arachnida;Opiliones;Cryptogeobiidae;Spinopilar;Spinopilar moria;Kury & Pérez-González, 2008;aranha-bode, aranha-fedorenta, opilião;Invertebrados Terrestres;Criticamente em Perigo;Sim;Minas Gerais;Sudeste;Cerrado;Sub-bacia São Francisco Alto;;;
Animalia;Arthropoda;Arachnida;Araneae;Caponiidae;Tisentnops;Tisentnops onix;Brescovit & Sánchez-Ruiz, 2016;;Invertebrados Terrestres;Criticamente em Perigo;Sim;Minas Gerais;Sudeste;Cerrado;Sub-bacia São Francisco Alto;;;
Animalia;Arthropoda;Arachnida;Araneae;Theraphosidae;Tmesiphantes;Tmesiphantes hypogeus;Bertani, Bichuette & Pedroso, 2013;Aranha-caranguejeira, tarântula;Invertebrados Terrestres;Criticamente em Perigo;Sim;Bahia;Nordeste;Caatinga;Sub-bacia Itapecuru-Paraguaçu;;;
